rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating
7847,2005-07-28 09:23:14.000,2005-08-02 11:02:14.000,MAHAN,1,Lethbridge,SHINING ROSES,4,0.99,12.99,G
7848,2005-07-28 09:24:31.000,2005-08-05 05:11:31.000,FORTIER,1,Lethbridge,ARACHNOPHOBIA ROLLERCOASTER,4,2.99,24.99,PG-13
7849,2005-07-28 09:30:02.000,2005-08-06 12:41:02.000,CASILLAS,2,Woodridge,DESERT POSEIDON,4,4.99,27.99,R
7850,2005-07-28 09:31:13.000,2005-08-02 14:06:13.000,CRUZ,2,Woodridge,OPUS ICE,5,4.99,21.99,R
7851,2005-07-28 09:31:58.000,2005-08-04 09:58:58.000,CARLSON,1,Lethbridge,SHEPHERD MIDSUMMER,7,0.99,14.99,R
7852,2005-07-28 09:34:29.000,2005-07-30 05:48:29.000,FREEMAN,2,Woodridge,SALUTE APOLLO,4,2.99,29.99,R
7853,2005-07-28 09:36:38.000,2005-07-29 15:01:38.000,WYMAN,1,Lethbridge,TENENBAUMS COMMAND,4,0.99,24.99,PG-13
7854,2005-07-28 09:42:31.000,2005-08-02 09:25:31.000,PERRY,1,Lethbridge,SEABISCUIT PUNK,6,2.99,28.99,NC-17
7855,2005-07-28 09:43:02.000,2005-07-30 12:57:02.000,CRAIG,1,Lethbridge,LUST LOCK,3,2.99,28.99,G
7856,2005-07-28 09:48:24.000,2005-07-29 09:49:24.000,SELBY,2,Woodridge,LIAISONS SWEET,5,4.99,15.99,PG
7857,2005-07-28 09:49:40.000,2005-08-01 05:34:40.000,KINDER,2,Woodridge,TAXI KICK,4,0.99,23.99,PG-13
7858,2005-07-28 09:50:18.000,2005-08-05 14:33:18.000,SHAW,2,Woodridge,DEER VIRGINIAN,7,2.99,13.99,NC-17
7859,2005-07-28 09:57:17.000,2005-08-04 06:04:17.000,EMMONS,2,Woodridge,ROOTS REMEMBER,4,0.99,23.99,PG-13
7860,2005-07-28 09:58:02.000,2005-08-05 06:04:02.000,LARSON,2,Woodridge,LION UNCUT,6,0.99,13.99,PG
7861,2005-07-28 10:02:01.000,2005-08-06 13:17:01.000,WHEELER,2,Woodridge,GUN BONNIE,7,0.99,27.99,G
7862,2005-07-28 10:02:25.000,2005-08-05 13:10:25.000,GANNON,1,Lethbridge,MAIDEN HOME,3,4.99,9.99,PG
7863,2005-07-28 10:05:46.000,2005-07-29 14:42:46.000,LANE,2,Woodridge,EARRING INSTINCT,3,0.99,22.99,R
7864,2005-07-28 10:06:10.000,2005-08-04 08:38:10.000,ROBINSON,1,Lethbridge,EGG IGBY,4,2.99,20.99,PG
7865,2005-07-28 10:07:04.000,2005-08-06 08:16:04.000,HUNT,2,Woodridge,LADY STAGE,4,4.99,14.99,PG
7866,2005-07-28 10:08:01.000,2005-08-04 09:29:01.000,MYERS,2,Woodridge,GARDEN ISLAND,3,4.99,21.99,G
7867,2005-07-28 10:08:54.000,2005-07-30 10:26:54.000,RHODES,2,Woodridge,CLEOPATRA DEVIL,6,0.99,26.99,PG-13
7868,2005-07-28 10:08:55.000,2005-07-30 11:52:55.000,ROBERTS,1,Lethbridge,SHAWSHANK BUBBLE,6,4.99,20.99,PG
7869,2005-07-28 10:13:15.000,2005-08-03 12:58:15.000,PENA,2,Woodridge,PARK CITIZEN,3,4.99,14.99,PG-13
7870,2005-07-28 10:16:03.000,2005-07-31 16:06:03.000,WELCH,1,Lethbridge,DAY UNFAITHFUL,3,4.99,16.99,G
7871,2005-07-28 10:16:37.000,2005-08-05 11:24:37.000,MATTOX,2,Woodridge,SUSPECTS QUILLS,4,2.99,22.99,PG
7872,2005-07-28 10:18:16.000,2005-07-31 10:57:16.000,WARD,1,Lethbridge,CONTACT ANONYMOUS,7,2.99,10.99,PG-13
7873,2005-07-28 10:19:46.000,2005-07-31 04:43:46.000,COLEMAN,1,Lethbridge,OUTFIELD MASSACRE,4,0.99,18.99,NC-17
7874,2005-07-28 10:21:52.000,2005-08-06 16:19:52.000,LONG,1,Lethbridge,PANIC CLUB,3,4.99,15.99,G
7875,2005-07-28 10:23:48.000,2005-08-02 12:09:48.000,ADAM,2,Woodridge,SLEUTH ORIENT,4,0.99,25.99,NC-17
7876,2005-07-28 10:24:22.000,2005-08-04 07:15:22.000,MALCOLM,2,Woodridge,SECRETS PARADISE,3,4.99,24.99,G
7877,2005-07-28 10:25:36.000,2005-08-05 12:46:36.000,HOWARD,2,Woodridge,MASSAGE IMAGE,4,2.99,11.99,PG
7878,2005-07-28 10:27:10.000,2005-07-29 11:22:10.000,REYES,1,Lethbridge,FULL FLATLINERS,6,2.99,14.99,PG
7879,2005-07-28 10:27:46.000,2005-07-31 07:48:46.000,WEBB,2,Woodridge,HONEY TIES,3,0.99,29.99,R
7880,2005-07-28 10:30:37.000,2005-08-03 08:05:37.000,LANE,2,Woodridge,SLACKER LIAISONS,7,4.99,29.99,R
7881,2005-07-28 10:33:22.000,2005-08-02 12:10:22.000,MEDINA,1,Lethbridge,CANDLES GRAPES,6,4.99,15.99,NC-17
7882,2005-07-28 10:33:42.000,2005-07-29 13:49:42.000,NOE,1,Lethbridge,STREETCAR INTENTIONS,5,4.99,11.99,R
7883,2005-07-28 10:37:20.000,2005-08-02 05:08:20.000,SEAL,1,Lethbridge,BRINGING HYSTERICAL,7,2.99,14.99,PG
7884,2005-07-28 10:37:24.000,2005-07-31 10:31:24.000,CORNWELL,2,Woodridge,STING PERSONAL,3,4.99,9.99,NC-17
7885,2005-07-28 10:37:41.000,2005-08-05 07:56:41.000,VARGAS,1,Lethbridge,VANISHING ROCKY,3,2.99,21.99,NC-17
7886,2005-07-28 10:37:55.000,2005-08-04 13:22:55.000,CROUSE,1,Lethbridge,BANGER PINOCCHIO,5,0.99,15.99,R
7887,2005-07-28 10:40:12.000,2005-08-02 06:09:12.000,CARLSON,2,Woodridge,NEIGHBORS CHARADE,3,0.99,20.99,R
7888,2005-07-28 10:40:24.000,2005-08-01 16:18:24.000,CULPEPPER,1,Lethbridge,CAPER MOTIONS,6,0.99,22.99,G
7889,2005-07-28 10:43:21.000,2005-07-30 09:11:21.000,PINSON,1,Lethbridge,POCUS PULP,6,0.99,15.99,NC-17
7890,2005-07-28 10:43:40.000,2005-07-31 06:07:40.000,PITT,1,Lethbridge,SABRINA MIDNIGHT,5,4.99,11.99,PG
7891,2005-07-28 10:43:56.000,2005-08-05 14:04:56.000,ARCHULETA,1,Lethbridge,SIDE ARK,5,0.99,28.99,G
7892,2005-07-28 10:46:58.000,2005-07-30 16:03:58.000,SCHRADER,2,Woodridge,MOONSHINE CABIN,4,4.99,25.99,PG-13
7893,2005-07-28 10:49:27.000,2005-08-02 06:46:27.000,HITE,2,Woodridge,PERFECT GROOVE,7,2.99,17.99,PG-13
7894,2005-07-28 10:53:58.000,2005-08-02 13:42:58.000,SHELLEY,1,Lethbridge,SEABISCUIT PUNK,6,2.99,28.99,NC-17
7895,2005-07-28 10:57:15.000,2005-08-02 15:10:15.000,TORRES,1,Lethbridge,CURTAIN VIDEOTAPE,7,0.99,27.99,PG-13
7896,2005-07-28 11:00:58.000,2005-08-04 14:30:58.000,KAHN,1,Lethbridge,SECRETS PARADISE,3,4.99,24.99,G
7897,2005-07-28 11:01:51.000,2005-07-31 13:13:51.000,SANDERS,2,Woodridge,FATAL HAUNTED,6,2.99,24.99,PG
7898,2005-07-28 11:08:22.000,2005-08-03 12:28:22.000,OUTLAW,2,Woodridge,MODEL FISH,4,4.99,11.99,NC-17
7899,2005-07-28 11:10:12.000,2005-08-02 13:20:12.000,MILNER,2,Woodridge,TORQUE BOUND,3,4.99,27.99,G
7900,2005-07-28 11:11:33.000,2005-08-05 06:29:33.000,GRANT,2,Woodridge,MUSIC BOONDOCK,7,0.99,17.99,R
7901,2005-07-28 11:12:12.000,2005-08-01 08:13:12.000,BARRETT,1,Lethbridge,WESTWARD SEABISCUIT,7,0.99,11.99,NC-17
7902,2005-07-28 11:14:19.000,2005-07-30 09:01:19.000,FULTZ,1,Lethbridge,PET HAUNTING,3,0.99,11.99,PG
7903,2005-07-28 11:20:36.000,2005-07-31 09:16:36.000,OCAMPO,2,Woodridge,MURDER ANTITRUST,6,2.99,11.99,PG
7904,2005-07-28 11:25:39.000,2005-08-06 08:22:39.000,PAINE,2,Woodridge,BILKO ANONYMOUS,3,4.99,25.99,PG-13
7905,2005-07-28 11:26:57.000,2005-08-02 06:14:57.000,WILES,1,Lethbridge,VAMPIRE WHALE,4,4.99,11.99,NC-17
7906,2005-07-28 11:31:42.000,2005-08-01 11:56:42.000,POWELL,1,Lethbridge,EARTH VISION,7,0.99,29.99,NC-17
7907,2005-07-28 11:32:00.000,2005-07-30 15:27:00.000,BONE,2,Woodridge,RANGE MOONWALKER,3,4.99,25.99,PG
7908,2005-07-28 11:32:57.000,2005-08-03 13:30:57.000,MADRIGAL,2,Woodridge,SIERRA DIVIDE,3,0.99,12.99,NC-17
7909,2005-07-28 11:38:08.000,2005-07-29 13:54:08.000,OLIVER,1,Lethbridge,ROCK INSTINCT,4,0.99,28.99,G
7910,2005-07-28 11:44:56.000,2005-08-05 14:37:56.000,HAUSER,2,Woodridge,HUSTLER PARTY,3,4.99,22.99,NC-17
7911,2005-07-28 11:46:45.000,2005-07-29 07:19:45.000,WILLIAMS,1,Lethbridge,BOOGIE AMELIE,6,4.99,11.99,R
7912,2005-07-28 11:46:58.000,2005-08-05 12:50:58.000,STEVENS,2,Woodridge,CLYDE THEORY,4,0.99,29.99,PG-13
7913,2005-07-28 11:47:23.000,2005-08-05 06:36:23.000,COLLAZO,2,Woodridge,SWEDEN SHINING,6,4.99,19.99,PG
7914,2005-07-28 11:48:08.000,2005-07-30 14:14:08.000,BULL,1,Lethbridge,NAME DETECTIVE,5,4.99,11.99,PG-13
7915,2005-07-28 11:49:46.000,2005-08-04 12:21:46.000,FOX,2,Woodridge,ILLUSION AMELIE,4,0.99,15.99,R
7916,2005-07-28 11:49:53.000,2005-07-29 15:01:53.000,JACKSON,2,Woodridge,STOCK GLASS,7,2.99,10.99,PG
7917,2005-07-28 11:56:57.000,2005-07-29 14:06:57.000,PINSON,2,Woodridge,IDENTITY LOVER,4,2.99,12.99,PG-13
7918,2005-07-28 11:58:53.000,2005-08-04 12:08:53.000,OLIVARES,2,Woodridge,ALASKA PHANTOM,6,0.99,22.99,PG
7919,2005-07-28 11:59:45.000,2005-08-06 11:19:45.000,ADAMS,2,Woodridge,INSIDER ARIZONA,5,2.99,17.99,NC-17
7920,2005-07-28 12:01:19.000,2005-08-05 07:08:19.000,EVANS,2,Woodridge,ALASKA PHANTOM,6,0.99,22.99,PG
7921,2005-07-28 12:02:46.000,2005-08-01 12:08:46.000,HAYES,1,Lethbridge,ANACONDA CONFESSIONS,3,0.99,9.99,R
7922,2005-07-28 12:05:25.000,2005-08-02 12:13:25.000,WEBB,1,Lethbridge,CONNECTION MICROCOSMOS,6,0.99,25.99,G
7923,2005-07-28 12:08:29.000,2005-08-04 12:30:29.000,DOWD,2,Woodridge,JUMPING WRATH,4,0.99,18.99,NC-17
7924,2005-07-28 12:08:53.000,2005-07-30 06:45:53.000,RUSSELL,1,Lethbridge,CHICKEN HELLFIGHTERS,3,0.99,24.99,PG
7925,2005-07-28 12:10:02.000,2005-08-02 15:50:02.000,KINDER,2,Woodridge,GRIT CLOCKWORK,3,0.99,21.99,PG
7926,2005-07-28 12:13:02.000,2005-08-05 08:54:02.000,WOOD,2,Woodridge,ARMAGEDDON LOST,5,0.99,10.99,G
7927,2005-07-28 12:13:42.000,2005-08-05 12:02:42.000,ALLEN,1,Lethbridge,EMPIRE MALKOVICH,7,0.99,26.99,G
7928,2005-07-28 12:15:51.000,2005-08-05 06:34:51.000,OLIVARES,2,Woodridge,DAISY MENAGERIE,5,4.99,9.99,G
7929,2005-07-28 12:16:40.000,2005-07-31 13:09:40.000,JOY,1,Lethbridge,MINORITY KISS,4,0.99,16.99,G
7930,2005-07-28 12:21:08.000,2005-07-30 11:56:08.000,SCHWAB,1,Lethbridge,TRIP NEWTON,7,4.99,14.99,PG-13
7931,2005-07-28 12:23:41.000,2005-08-06 09:49:41.000,ANDREW,1,Lethbridge,HOBBIT ALIEN,5,0.99,27.99,PG-13
7932,2005-07-28 12:24:54.000,2005-07-30 11:33:54.000,SHERROD,1,Lethbridge,SOLDIERS EVOLUTION,7,4.99,27.99,R
7933,2005-07-28 12:27:27.000,2005-07-29 10:34:27.000,RHODES,1,Lethbridge,PRIMARY GLASS,7,0.99,16.99,G
7934,2005-07-28 12:33:10.000,2005-08-04 07:40:10.000,QUALLS,2,Woodridge,MINDS TRUMAN,3,4.99,22.99,PG-13
7935,2005-07-28 12:33:17.000,2005-08-04 14:40:17.000,SHERROD,2,Woodridge,SINNERS ATLANTIS,7,2.99,19.99,PG-13
7936,2005-07-28 12:33:21.000,2005-07-30 13:31:21.000,WESTMORELAND,1,Lethbridge,CARRIE BUNCH,7,0.99,11.99,PG
7937,2005-07-28 12:38:22.000,2005-07-29 09:19:22.000,MAHAN,2,Woodridge,SUGAR WONKA,3,4.99,20.99,PG
7938,2005-07-28 12:39:11.000,2005-08-04 16:56:11.000,ELLIS,1,Lethbridge,MATRIX SNOWMAN,6,4.99,9.99,PG-13
7939,2005-07-28 12:45:47.000,2005-07-30 18:32:47.000,BAKER,2,Woodridge,HOURS RAGE,4,0.99,14.99,NC-17
7940,2005-07-28 12:46:47.000,2005-07-29 06:46:47.000,MOELLER,2,Woodridge,CURTAIN VIDEOTAPE,7,0.99,27.99,PG-13
7941,2005-07-28 12:47:20.000,2005-08-01 08:46:20.000,MENA,1,Lethbridge,BRIDE INTRIGUE,7,0.99,24.99,G
7942,2005-07-28 12:49:44.000,2005-07-31 18:07:44.000,COOK,2,Woodridge,GILBERT PELICAN,7,0.99,13.99,G
7943,2005-07-28 12:50:55.000,2005-08-04 11:29:55.000,SIMPKINS,2,Woodridge,OPUS ICE,5,4.99,21.99,R
7944,2005-07-28 12:51:22.000,2005-07-30 12:19:22.000,ADAM,1,Lethbridge,POSEIDON FOREVER,6,4.99,29.99,PG-13
7945,2005-07-28 12:53:58.000,2005-08-03 14:04:58.000,CURLEY,1,Lethbridge,RINGS HEARTBREAKERS,5,0.99,17.99,G
7946,2005-07-28 13:01:22.000,2005-08-03 15:27:22.000,WASHINGTON,1,Lethbridge,AMELIE HELLFIGHTERS,4,4.99,23.99,R
7947,2005-07-28 13:05:50.000,2005-08-02 11:16:50.000,SHELTON,1,Lethbridge,MAGUIRE APACHE,6,2.99,22.99,NC-17
7948,2005-07-28 13:06:16.000,2005-08-05 08:38:16.000,HERRMANN,2,Woodridge,BACKLASH UNDEFEATED,3,4.99,24.99,PG-13
7949,2005-07-28 13:07:24.000,2005-08-02 09:41:24.000,POINDEXTER,1,Lethbridge,INTENTIONS EMPIRE,3,2.99,13.99,PG-13
7950,2005-07-28 13:21:00.000,2005-08-05 18:47:00.000,MURRAY,2,Woodridge,KARATE MOON,4,0.99,21.99,PG-13
7951,2005-07-28 13:21:16.000,2005-08-06 08:21:16.000,GILBERT,1,Lethbridge,SUPER WYOMING,5,4.99,10.99,PG
7952,2005-07-28 13:23:49.000,2005-08-01 08:50:49.000,STONE,2,Woodridge,RIDER CADDYSHACK,5,2.99,28.99,PG
7953,2005-07-28 13:24:32.000,2005-08-05 16:09:32.000,WEINER,2,Woodridge,WIND PHANTOM,6,0.99,12.99,R
7954,2005-07-28 13:25:05.000,2005-07-29 18:50:05.000,HOLMES,2,Woodridge,SNOWMAN ROLLERCOASTER,3,0.99,27.99,G
7955,2005-07-28 13:31:36.000,2005-07-30 10:03:36.000,HAVENS,2,Woodridge,FORWARD TEMPLE,6,2.99,25.99,NC-17
7956,2005-07-28 13:32:17.000,2005-08-06 14:51:17.000,CRUZ,1,Lethbridge,VIRGINIAN PLUTO,5,0.99,22.99,R
7957,2005-07-28 13:34:08.000,2005-08-05 07:58:08.000,WOOD,2,Woodridge,GHOST GROUNDHOG,6,4.99,18.99,G
7958,2005-07-28 13:34:34.000,2005-07-29 16:03:34.000,MCALISTER,2,Woodridge,BOWFINGER GABLES,7,4.99,19.99,NC-17
7959,2005-07-28 13:43:20.000,2005-08-02 12:13:20.000,SNYDER,1,Lethbridge,FRONTIER CABIN,6,4.99,14.99,PG-13
7960,2005-07-28 13:47:08.000,2005-08-03 15:17:08.000,COY,2,Woodridge,MOONSHINE CABIN,4,4.99,25.99,PG-13
7961,2005-07-28 13:47:21.000,2005-08-01 09:33:21.000,PHILLIPS,2,Woodridge,REIGN GENTLEMEN,3,2.99,29.99,PG-13
7962,2005-07-28 13:48:09.000,2005-08-03 19:21:09.000,SIMPSON,2,Woodridge,GREEDY ROOTS,7,0.99,14.99,R
7963,2005-07-28 13:48:38.000,2005-08-06 19:37:38.000,MORENO,2,Woodridge,DALMATIONS SWEDEN,4,0.99,25.99,PG
7964,2005-07-28 13:49:58.000,2005-08-03 10:03:58.000,VEST,2,Woodridge,MALLRATS UNITED,4,0.99,25.99,PG
7965,2005-07-28 13:52:57.000,2005-07-29 14:54:57.000,BOYD,2,Woodridge,SLACKER LIAISONS,7,4.99,29.99,R
7966,2005-07-28 13:53:54.000,2005-08-06 15:32:54.000,BUTLER,2,Woodridge,MAJESTIC FLOATS,5,0.99,15.99,PG
7967,2005-07-28 13:56:51.000,2005-08-03 19:38:51.000,RILEY,1,Lethbridge,HUSTLER PARTY,3,4.99,22.99,NC-17
7968,2005-07-28 13:57:35.000,2005-08-04 13:40:35.000,DUGGAN,2,Woodridge,STEPMOM DREAM,7,4.99,9.99,NC-17
7969,2005-07-28 13:57:37.000,2005-08-04 19:31:37.000,FREEMAN,1,Lethbridge,JEKYLL FROGMEN,4,2.99,22.99,PG
7970,2005-07-28 13:58:38.000,2005-08-02 12:27:38.000,RHOADS,2,Woodridge,DESERT POSEIDON,4,4.99,27.99,R
7971,2005-07-28 14:00:47.000,2005-08-02 10:01:47.000,FORMAN,2,Woodridge,HIGH ENCINO,3,2.99,23.99,R
7972,2005-07-28 14:07:46.000,2005-08-01 11:28:46.000,WALTERS,1,Lethbridge,OSCAR GOLD,7,2.99,29.99,PG
7973,2005-07-28 14:10:06.000,2005-07-29 11:26:06.000,PERRYMAN,2,Woodridge,SUBMARINE BED,5,4.99,21.99,R
7974,2005-07-28 14:11:57.000,2005-08-02 19:25:57.000,BRINSON,1,Lethbridge,LOST BIRD,4,2.99,21.99,PG-13
7975,2005-07-28 14:12:47.000,2005-08-05 09:18:47.000,MONTGOMERY,1,Lethbridge,MASKED BUBBLE,6,0.99,12.99,PG-13
7976,2005-07-28 14:13:24.000,2005-08-05 09:01:24.000,CARR,1,Lethbridge,KISS GLORY,5,4.99,11.99,PG-13
7977,2005-07-28 14:15:54.000,2005-08-01 18:58:54.000,KAHN,1,Lethbridge,PREJUDICE OLEANDER,6,4.99,15.99,PG-13
7978,2005-07-28 14:16:14.000,2005-08-01 12:53:14.000,FRANCISCO,2,Woodridge,CALIFORNIA BIRDS,4,4.99,19.99,NC-17
7979,2005-07-28 14:16:30.000,2005-08-03 09:39:30.000,GONZALES,2,Woodridge,RESURRECTION SILVERADO,6,0.99,12.99,PG
7980,2005-07-28 14:16:49.000,2005-08-05 09:20:49.000,WAGGONER,2,Woodridge,DETECTIVE VISION,4,0.99,16.99,PG-13
7981,2005-07-28 14:18:25.000,2005-08-04 15:21:25.000,DOUGLASS,2,Woodridge,ALTER VICTORY,6,0.99,27.99,PG-13
7982,2005-07-28 14:19:59.000,2005-07-29 14:09:59.000,JAMES,2,Woodridge,CHISUM BEHAVIOR,5,4.99,25.99,G
7983,2005-07-28 14:23:01.000,2005-07-29 11:51:01.000,HARRISON,2,Woodridge,HANOVER GALAXY,5,4.99,21.99,NC-17
7984,2005-07-28 14:27:51.000,2005-08-04 17:34:51.000,WHEELER,1,Lethbridge,OLEANDER CLUE,5,0.99,12.99,PG
7985,2005-07-28 14:29:01.000,2005-08-03 17:20:01.000,MORRELL,1,Lethbridge,TARZAN VIDEOTAPE,3,2.99,11.99,PG-13
7986,2005-07-28 14:30:13.000,2005-08-05 09:35:13.000,TURPIN,1,Lethbridge,ENEMY ODDS,5,4.99,23.99,NC-17
7987,2005-07-28 14:36:52.000,2005-08-05 16:49:52.000,SKIDMORE,2,Woodridge,BEHAVIOR RUNAWAY,3,4.99,20.99,PG
7988,2005-07-28 14:37:18.000,2005-08-05 10:53:18.000,MCCURDY,2,Woodridge,OPERATION OPERATION,7,2.99,23.99,G
7989,2005-07-28 14:39:05.000,2005-08-05 13:58:05.000,BLACK,2,Woodridge,PULP BEVERLY,4,2.99,12.99,G
7990,2005-07-28 14:43:08.000,2005-08-01 10:51:08.000,REID,2,Woodridge,ARTIST COLDBLOODED,5,2.99,10.99,NC-17
7991,2005-07-28 14:45:45.000,2005-07-29 15:05:45.000,MURPHY,2,Woodridge,DRAGONFLY STRANGERS,6,4.99,19.99,NC-17
7992,2005-07-28 14:53:06.000,2005-07-29 18:17:06.000,HILL,1,Lethbridge,HARRY IDAHO,5,4.99,18.99,PG-13
7993,2005-07-28 14:56:41.000,2005-08-01 17:01:41.000,SCARBOROUGH,2,Woodridge,ORIENT CLOSER,3,2.99,22.99,R
7994,2005-07-28 14:56:54.000,2005-07-30 09:56:54.000,CLARK,1,Lethbridge,LOSE INCH,3,0.99,18.99,R
7995,2005-07-28 15:00:09.000,2005-08-01 12:33:09.000,FLORES,2,Woodridge,CANDLES GRAPES,6,4.99,15.99,NC-17
7996,2005-07-28 15:00:49.000,2005-08-04 20:58:49.000,MURRELL,2,Woodridge,INVASION CYCLONE,5,2.99,12.99,PG
7997,2005-07-28 15:02:25.000,2005-08-04 14:35:25.000,ARSENAULT,1,Lethbridge,HARPER DYING,3,0.99,15.99,G
7998,2005-07-28 15:08:48.000,2005-07-31 16:14:48.000,DELVALLE,1,Lethbridge,FEATHERS METAL,3,0.99,12.99,PG-13
7999,2005-07-28 15:10:14.000,2005-08-06 17:08:14.000,ARNOLD,1,Lethbridge,MOVIE SHAKESPEARE,6,4.99,27.99,PG
8000,2005-07-28 15:10:25.000,2005-08-06 19:15:25.000,RICHARDS,2,Woodridge,GILMORE BOILED,5,0.99,29.99,R
8001,2005-07-28 15:10:55.000,2005-08-05 18:23:55.000,TAYLOR,1,Lethbridge,MASSACRE USUAL,6,4.99,16.99,R
8002,2005-07-28 15:11:00.000,2005-07-31 15:46:00.000,AQUINO,2,Woodridge,AFFAIR PREJUDICE,5,2.99,26.99,G
8003,2005-07-28 15:11:27.000,2005-08-04 18:35:27.000,FLORES,2,Woodridge,MUSCLE BRIGHT,7,2.99,23.99,G
8004,2005-07-28 15:14:07.000,2005-07-30 19:32:07.000,CAUSEY,1,Lethbridge,WEREWOLF LOLA,6,4.99,19.99,G
8005,2005-07-28 15:15:11.000,2005-07-29 14:54:11.000,MILLARD,1,Lethbridge,CHITTY LOCK,6,2.99,24.99,G
8006,2005-07-28 15:15:41.000,2005-08-05 19:29:41.000,WEST,1,Lethbridge,SUN CONFESSIONS,5,0.99,9.99,R
8007,2005-07-28 15:22:27.000,2005-07-30 13:06:27.000,CLARY,1,Lethbridge,HOLLYWOOD ANONYMOUS,7,0.99,29.99,PG
8008,2005-07-28 15:25:55.000,2005-08-04 13:16:55.000,MITCHELL,2,Woodridge,IMAGE PRINCESS,3,2.99,17.99,PG-13
8009,2005-07-28 15:25:58.000,2005-08-04 10:16:58.000,MACKENZIE,2,Woodridge,BIRCH ANTITRUST,4,4.99,18.99,PG
8010,2005-07-28 15:26:20.000,2005-08-04 18:39:20.000,DELOACH,2,Woodridge,ALI FOREVER,4,4.99,21.99,PG
8011,2005-07-28 15:26:39.000,2005-07-30 13:59:39.000,SLEDGE,1,Lethbridge,VACATION BOONDOCK,4,2.99,23.99,R
8012,2005-07-28 15:29:00.000,2005-08-05 12:28:00.000,GRAF,2,Woodridge,FORRESTER COMANCHEROS,7,4.99,22.99,NC-17
8013,2005-07-28 15:30:26.000,2005-08-05 16:29:26.000,WAY,1,Lethbridge,IDOLS SNATCHERS,5,2.99,29.99,NC-17
8014,2005-07-28 15:32:07.000,2005-07-31 20:52:07.000,ANDERSON,2,Woodridge,LAMBS CINCINATTI,6,4.99,18.99,PG-13
8015,2005-07-28 15:33:03.000,2005-07-30 15:32:03.000,LEWIS,1,Lethbridge,HAMLET WISDOM,7,2.99,21.99,R
8016,2005-07-28 15:35:41.000,2005-07-30 20:06:41.000,GAMEZ,2,Woodridge,CAMELOT VACATION,3,0.99,26.99,NC-17
8017,2005-07-28 15:35:41.000,2005-08-01 19:12:41.000,SPEAR,2,Woodridge,GRIT CLOCKWORK,3,0.99,21.99,PG
8018,2005-07-28 15:36:48.000,2005-08-06 20:04:48.000,FORTNER,2,Woodridge,TORQUE BOUND,3,4.99,27.99,G
8019,2005-07-28 15:37:43.000,2005-08-04 15:40:43.000,PERRY,1,Lethbridge,HARPER DYING,3,0.99,15.99,G
8020,2005-07-28 15:43:32.000,2005-08-05 12:19:32.000,SANBORN,1,Lethbridge,WILD APOLLO,4,0.99,24.99,R
8021,2005-07-28 15:45:24.000,2005-08-04 10:49:24.000,GEARY,1,Lethbridge,HILLS NEIGHBORS,5,0.99,29.99,G
8022,2005-07-28 15:48:56.000,2005-08-06 13:40:56.000,LINTON,1,Lethbridge,BERETS AGENT,5,2.99,24.99,PG-13
8023,2005-07-28 15:53:29.000,2005-07-31 12:26:29.000,CURRIER,2,Woodridge,INSECTS STONE,3,0.99,14.99,NC-17
8024,2005-07-28 15:55:40.000,2005-08-02 09:56:40.000,WASHINGTON,1,Lethbridge,GREATEST NORTH,5,2.99,24.99,NC-17
8025,2005-07-28 16:03:27.000,2005-08-03 21:58:27.000,HAWKS,2,Woodridge,OSCAR GOLD,7,2.99,29.99,PG
8026,2005-07-28 16:05:38.000,2005-07-29 21:28:38.000,BENNER,2,Woodridge,TWISTED PIRATES,4,4.99,23.99,PG
8027,2005-07-28 16:09:57.000,2005-08-05 18:17:57.000,QUIGLEY,1,Lethbridge,EXPENDABLE STALLION,3,0.99,14.99,PG
8028,2005-07-28 16:11:15.000,2005-08-05 15:11:15.000,KENNEDY,1,Lethbridge,MOONSHINE CABIN,4,4.99,25.99,PG-13
8029,2005-07-28 16:11:21.000,2005-08-05 13:52:21.000,RIVERA,1,Lethbridge,VACATION BOONDOCK,4,2.99,23.99,R
8030,2005-07-28 16:12:53.000,2005-07-31 17:15:53.000,KING,1,Lethbridge,MILLION ACE,4,4.99,16.99,PG-13
8031,2005-07-28 16:15:49.000,2005-08-02 18:27:49.000,CARTER,2,Woodridge,JAPANESE RUN,6,0.99,29.99,G
8032,2005-07-28 16:17:00.000,2005-07-29 13:32:00.000,GEORGE,2,Woodridge,BREAKFAST GOLDFINGER,5,4.99,18.99,G
8033,2005-07-28 16:18:23.000,2005-07-30 17:56:23.000,SMITH,1,Lethbridge,USUAL UNTOUCHABLES,5,4.99,21.99,PG-13
8034,2005-07-28 16:20:26.000,2005-08-04 19:11:26.000,CORNWELL,2,Woodridge,HORROR REIGN,3,0.99,25.99,R
8035,2005-07-28 16:23:01.000,2005-08-05 10:52:01.000,WHITE,1,Lethbridge,FORREST SONS,4,2.99,15.99,R
8036,2005-07-28 16:27:43.000,2005-08-01 13:41:43.000,BUTTERFIELD,2,Woodridge,MOULIN WAKE,4,0.99,20.99,PG-13
8037,2005-07-28 16:31:20.000,2005-07-31 12:18:20.000,MOELLER,2,Woodridge,SUNRISE LEAGUE,3,4.99,19.99,PG-13
8038,2005-07-28 16:32:55.000,2005-07-30 21:08:55.000,KING,2,Woodridge,EASY GLADIATOR,5,4.99,12.99,G
